time_period,value,CASE_RATE,HOSPITALIZED_RATE,sentiment__negative,sentiment__positive,indicator
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,171.46,13.55,500.0,50.0,1.0
1.0,28.7,1554.45,153.69,500.0,50.0,1.0
1.0,28.7,2529.03,630.34,500.0,50.0,1.0
1.0,28.7,2552.64,1192.5,500.0,50.0,1.0
1.0,28.7,2976.74,1830.07,500.0,50.0,1.0
1.0,28.7,1687.8,437.24,500.0,50.0,1.0
1.0,36.1,171.46,13.55,500.0,50.0,0.0
1.0,36.1,1554.45,153.69,500.0,50.0,0.0
1.0,36.1,2529.03,630.34,500.0,50.0,0.0
1.0,36.1,2552.64,1192.5,500.0,50.0,0.0
1.0,36.1,2976.74,1830.07,500.0,50.0,0.0
1.0,36.1,1687.8,437.24,500.0,50.0,0.0
1.0,41.4,171.46,13.55,500.0,50.0,2.0
1.0,41.4,1554.45,153.69,500.0,50.0,2.0
1.0,41.4,2529.03,630.34,500.0,50.0,2.0
1.0,41.4,2552.64,1192.5,500.0,50.0,2.0
1.0,41.4,2976.74,1830.07,500.0,50.0,2.0
1.0,41.4,1687.8,437.24,500.0,50.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,180.44,13.84,488.0,62.0,1.0
1.0,28.7,1600.77,159.33,488.0,62.0,1.0
1.0,28.7,2611.61,650.13,488.0,62.0,1.0
1.0,28.7,2627.88,1234.27,488.0,62.0,1.0
1.0,28.7,3058.09,1899.17,488.0,62.0,1.0
1.0,28.7,1740.01,452.39,488.0,62.0,1.0
1.0,36.1,180.44,13.84,488.0,62.0,0.0
1.0,36.1,1600.77,159.33,488.0,62.0,0.0
1.0,36.1,2611.61,650.13,488.0,62.0,0.0
1.0,36.1,2627.88,1234.27,488.0,62.0,0.0
1.0,36.1,3058.09,1899.17,488.0,62.0,0.0
1.0,36.1,1740.01,452.39,488.0,62.0,0.0
1.0,41.4,180.44,13.84,488.0,62.0,2.0
1.0,41.4,1600.77,159.33,488.0,62.0,2.0
1.0,41.4,2611.61,650.13,488.0,62.0,2.0
1.0,41.4,2627.88,1234.27,488.0,62.0,2.0
1.0,41.4,3058.09,1899.17,488.0,62.0,2.0
1.0,41.4,1740.01,452.39,488.0,62.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,189.7,15.17,505.0,45.0,1.0
1.0,28.7,1648.25,166.31,505.0,45.0,1.0
1.0,28.7,2694.0,674.79,505.0,45.0,1.0
1.0,28.7,2702.12,1287.77,505.0,45.0,1.0
1.0,28.7,3141.28,1979.07,505.0,45.0,1.0
1.0,28.7,1792.84,471.15,505.0,45.0,1.0
1.0,36.1,189.7,15.17,505.0,45.0,0.0
1.0,36.1,1648.25,166.31,505.0,45.0,0.0
1.0,36.1,2694.0,674.79,505.0,45.0,0.0
1.0,36.1,2702.12,1287.77,505.0,45.0,0.0
1.0,36.1,3141.28,1979.07,505.0,45.0,0.0
1.0,36.1,1792.84,471.15,505.0,45.0,0.0
1.0,41.4,189.7,15.17,505.0,45.0,2.0
1.0,41.4,1648.25,166.31,505.0,45.0,2.0
1.0,41.4,2694.0,674.79,505.0,45.0,2.0
1.0,41.4,2702.12,1287.77,505.0,45.0,2.0
1.0,41.4,3141.28,1979.07,505.0,45.0,2.0
1.0,41.4,1792.84,471.15,505.0,45.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
1.0,36.1,3188.99,1983.27,506.0,44.0,0.0
1.0,36.1,1824.13,471.92,506.0,44.0,0.0
1.0,41.4,194.62,15.17,506.0,44.0,2.0
1.0,41.4,1675.94,166.54,506.0,44.0,2.0
1.0,41.4,2744.49,675.52,506.0,44.0,2.0
1.0,41.4,2746.03,1290.48,506.0,44.0,2.0
1.0,41.4,3188.99,1983.27,506.0,44.0,2.0
1.0,41.4,1824.13,471.92,506.0,44.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
1.0,36.1,3188.99,1983.27,506.0,44.0,0.0
1.0,36.1,1824.13,471.92,506.0,44.0,0.0
1.0,41.4,194.62,15.17,506.0,44.0,2.0
1.0,41.4,1675.94,166.54,506.0,44.0,2.0
1.0,41.4,2744.49,675.52,506.0,44.0,2.0
1.0,41.4,2746.03,1290.48,506.0,44.0,2.0
1.0,41.4,3188.99,1983.27,506.0,44.0,2.0
1.0,41.4,1824.13,471.92,506.0,44.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
1.0,36.1,3188.99,1983.27,506.0,44.0,0.0
1.0,36.1,1824.13,471.92,506.0,44.0,0.0
1.0,41.4,194.62,15.17,506.0,44.0,2.0
1.0,41.4,1675.94,166.54,506.0,44.0,2.0
1.0,41.4,2744.49,675.52,506.0,44.0,2.0
1.0,41.4,2746.03,1290.48,506.0,44.0,2.0
1.0,41.4,3188.99,1983.27,506.0,44.0,2.0
1.0,41.4,1824.13,471.92,506.0,44.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
1.0,36.1,3188.99,1983.27,506.0,44.0,0.0
1.0,36.1,1824.13,471.92,506.0,44.0,0.0
1.0,41.4,194.62,15.17,506.0,44.0,2.0
1.0,41.4,1675.94,166.54,506.0,44.0,2.0
1.0,41.4,2744.49,675.52,506.0,44.0,2.0
1.0,41.4,2746.03,1290.48,506.0,44.0,2.0
1.0,41.4,3188.99,1983.27,506.0,44.0,2.0
1.0,41.4,1824.13,471.92,506.0,44.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
1.0,36.1,3188.99,1983.27,506.0,44.0,0.0
1.0,36.1,1824.13,471.92,506.0,44.0,0.0
1.0,41.4,194.62,15.17,506.0,44.0,2.0
1.0,41.4,1675.94,166.54,506.0,44.0,2.0
1.0,41.4,2744.49,675.52,506.0,44.0,2.0
1.0,41.4,2746.03,1290.48,506.0,44.0,2.0
1.0,41.4,3188.99,1983.27,506.0,44.0,2.0
1.0,41.4,1824.13,471.92,506.0,44.0,2.0
1.0,28.7,194.62,15.17,506.0,44.0,1.0
1.0,28.7,1675.94,166.54,506.0,44.0,1.0
1.0,28.7,2744.49,675.52,506.0,44.0,1.0
1.0,28.7,2746.03,1290.48,506.0,44.0,1.0
1.0,28.7,3188.99,1983.27,506.0,44.0,1.0
1.0,28.7,1824.13,471.92,506.0,44.0,1.0
1.0,36.1,194.62,15.17,506.0,44.0,0.0
1.0,36.1,1675.94,166.54,506.0,44.0,0.0
1.0,36.1,2744.49,675.52,506.0,44.0,0.0
1.0,36.1,2746.03,1290.48,506.0,44.0,0.0
