time_period,value,CASE_RATE,HOSPITALIZED_RATE,sentiment__negative,sentiment__positive,indicator
11.0,38.3,3763.89,1744.91,495.0,55.0,2.0
11.0,38.3,4572.06,2786.96,495.0,55.0,2.0
11.0,38.3,2567.03,659.8,495.0,55.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,360.41,32.95,496.0,54.0,1.0
11.0,25.0,2374.7,263.56,496.0,54.0,1.0
11.0,25.0,3786.44,902.17,496.0,54.0,1.0
11.0,25.0,3766.32,1745.63,496.0,54.0,1.0
11.0,25.0,4574.43,2787.33,496.0,54.0,1.0
11.0,25.0,2570.91,660.23,496.0,54.0,1.0
11.0,34.2,360.41,32.95,496.0,54.0,0.0
11.0,34.2,2374.7,263.56,496.0,54.0,0.0
11.0,34.2,3786.44,902.17,496.0,54.0,0.0
11.0,34.2,3766.32,1745.63,496.0,54.0,0.0
11.0,34.2,4574.43,2787.33,496.0,54.0,0.0
11.0,34.2,2570.91,660.23,496.0,54.0,0.0
11.0,38.3,360.41,32.95,496.0,54.0,2.0
11.0,38.3,2374.7,263.56,496.0,54.0,2.0
11.0,38.3,3786.44,902.17,496.0,54.0,2.0
11.0,38.3,3766.32,1745.63,496.0,54.0,2.0
11.0,38.3,4574.43,2787.33,496.0,54.0,2.0
11.0,38.3,2570.91,660.23,496.0,54.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,361.05,33.01,501.0,49.0,1.0
11.0,25.0,2379.48,263.76,501.0,49.0,1.0
11.0,25.0,3789.7,902.7,501.0,49.0,1.0
11.0,25.0,3769.32,1746.34,501.0,49.0,1.0
11.0,25.0,4576.99,2789.34,501.0,49.0,1.0
11.0,25.0,2574.18,660.65,501.0,49.0,1.0
11.0,34.2,361.05,33.01,501.0,49.0,0.0
11.0,34.2,2379.48,263.76,501.0,49.0,0.0
11.0,34.2,3789.7,902.7,501.0,49.0,0.0
11.0,34.2,3769.32,1746.34,501.0,49.0,0.0
11.0,34.2,4576.99,2789.34,501.0,49.0,0.0
11.0,34.2,2574.18,660.65,501.0,49.0,0.0
11.0,38.3,361.05,33.01,501.0,49.0,2.0
11.0,38.3,2379.48,263.76,501.0,49.0,2.0
11.0,38.3,3789.7,902.7,501.0,49.0,2.0
11.0,38.3,3769.32,1746.34,501.0,49.0,2.0
11.0,38.3,4576.99,2789.34,501.0,49.0,2.0
11.0,38.3,2574.18,660.65,501.0,49.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
11.0,25.0,362.15,33.06,488.0,62.0,1.0
11.0,25.0,2383.63,264.09,488.0,62.0,1.0
11.0,25.0,3793.59,903.09,488.0,62.0,1.0
11.0,25.0,3771.75,1746.77,488.0,62.0,1.0
11.0,25.0,4579.37,2790.44,488.0,62.0,1.0
11.0,25.0,2577.38,660.99,488.0,62.0,1.0
11.0,34.2,362.15,33.06,488.0,62.0,0.0
11.0,34.2,2383.63,264.09,488.0,62.0,0.0
11.0,34.2,3793.59,903.09,488.0,62.0,0.0
11.0,34.2,3771.75,1746.77,488.0,62.0,0.0
11.0,34.2,4579.37,2790.44,488.0,62.0,0.0
11.0,34.2,2577.38,660.99,488.0,62.0,0.0
11.0,38.3,362.15,33.06,488.0,62.0,2.0
11.0,38.3,2383.63,264.09,488.0,62.0,2.0
11.0,38.3,3793.59,903.09,488.0,62.0,2.0
11.0,38.3,3771.75,1746.77,488.0,62.0,2.0
11.0,38.3,4579.37,2790.44,488.0,62.0,2.0
11.0,38.3,2577.38,660.99,488.0,62.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
12.0,36.2,2389.75,264.18,503.0,47.0,0.0
12.0,36.2,3797.43,903.48,503.0,47.0,0.0
12.0,36.2,3775.33,1746.63,503.0,47.0,0.0
12.0,36.2,4583.57,2791.35,503.0,47.0,0.0
12.0,36.2,2581.74,661.16,503.0,47.0,0.0
12.0,41.1,364.0,33.01,503.0,47.0,2.0
12.0,41.1,2389.75,264.18,503.0,47.0,2.0
12.0,41.1,3797.43,903.48,503.0,47.0,2.0
12.0,41.1,3775.33,1746.63,503.0,47.0,2.0
12.0,41.1,4583.57,2791.35,503.0,47.0,2.0
12.0,41.1,2581.74,661.16,503.0,47.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
12.0,36.2,2389.75,264.18,503.0,47.0,0.0
12.0,36.2,3797.43,903.48,503.0,47.0,0.0
12.0,36.2,3775.33,1746.63,503.0,47.0,0.0
12.0,36.2,4583.57,2791.35,503.0,47.0,0.0
12.0,36.2,2581.74,661.16,503.0,47.0,0.0
12.0,41.1,364.0,33.01,503.0,47.0,2.0
12.0,41.1,2389.75,264.18,503.0,47.0,2.0
12.0,41.1,3797.43,903.48,503.0,47.0,2.0
12.0,41.1,3775.33,1746.63,503.0,47.0,2.0
12.0,41.1,4583.57,2791.35,503.0,47.0,2.0
12.0,41.1,2581.74,661.16,503.0,47.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
12.0,36.2,2389.75,264.18,503.0,47.0,0.0
12.0,36.2,3797.43,903.48,503.0,47.0,0.0
12.0,36.2,3775.33,1746.63,503.0,47.0,0.0
12.0,36.2,4583.57,2791.35,503.0,47.0,0.0
12.0,36.2,2581.74,661.16,503.0,47.0,0.0
12.0,41.1,364.0,33.01,503.0,47.0,2.0
12.0,41.1,2389.75,264.18,503.0,47.0,2.0
12.0,41.1,3797.43,903.48,503.0,47.0,2.0
12.0,41.1,3775.33,1746.63,503.0,47.0,2.0
12.0,41.1,4583.57,2791.35,503.0,47.0,2.0
12.0,41.1,2581.74,661.16,503.0,47.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
12.0,36.2,2389.75,264.18,503.0,47.0,0.0
12.0,36.2,3797.43,903.48,503.0,47.0,0.0
12.0,36.2,3775.33,1746.63,503.0,47.0,0.0
12.0,36.2,4583.57,2791.35,503.0,47.0,0.0
12.0,36.2,2581.74,661.16,503.0,47.0,0.0
12.0,41.1,364.0,33.01,503.0,47.0,2.0
12.0,41.1,2389.75,264.18,503.0,47.0,2.0
12.0,41.1,3797.43,903.48,503.0,47.0,2.0
12.0,41.1,3775.33,1746.63,503.0,47.0,2.0
12.0,41.1,4583.57,2791.35,503.0,47.0,2.0
12.0,41.1,2581.74,661.16,503.0,47.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
12.0,36.2,2389.75,264.18,503.0,47.0,0.0
12.0,36.2,3797.43,903.48,503.0,47.0,0.0
12.0,36.2,3775.33,1746.63,503.0,47.0,0.0
12.0,36.2,4583.57,2791.35,503.0,47.0,0.0
12.0,36.2,2581.74,661.16,503.0,47.0,0.0
12.0,41.1,364.0,33.01,503.0,47.0,2.0
12.0,41.1,2389.75,264.18,503.0,47.0,2.0
12.0,41.1,3797.43,903.48,503.0,47.0,2.0
12.0,41.1,3775.33,1746.63,503.0,47.0,2.0
12.0,41.1,4583.57,2791.35,503.0,47.0,2.0
12.0,41.1,2581.74,661.16,503.0,47.0,2.0
12.0,29.3,364.0,33.01,503.0,47.0,1.0
12.0,29.3,2389.75,264.18,503.0,47.0,1.0
12.0,29.3,3797.43,903.48,503.0,47.0,1.0
12.0,29.3,3775.33,1746.63,503.0,47.0,1.0
12.0,29.3,4583.57,2791.35,503.0,47.0,1.0
12.0,29.3,2581.74,661.16,503.0,47.0,1.0
12.0,36.2,364.0,33.01,503.0,47.0,0.0
