words,sentiment_coeff
authority,-38.41235908172656
confinamiento,-6.834030419219351
proteccion,-116.91622989402731
41,-79.78227167482736
pleno,-78.33766187933612
asked,-50.39718898214626
plandemic,-71.51785869949187
named,-79.85430848278142
sanchez,-88.70104898697086
experience,-57.795315594892095
matter,-60.840399940007345
employee,-84.75105830327193
priorities,-92.47981757109532
tweet,-105.65270012003354
shri_asharamji,-94.3334723852283
bapu,-81.26694154228119
sant_shri,-95.70066660248072
asharamji,-80.7608470955036
prevencion,-106.97721591258099
dollar,-83.83191289162494
climate_change,1.0026819450220386
survive,-92.37556912501196
memutus_mata,-71.4734985608641
rantai,-88.4114961675393
press,-46.5594335055684
become,-93.41775932056403
heroes,-90.81293946531343
ca,-93.23674119991624
fix,-77.92103510108349
narendramodi,-82.03092712678574
pmoindia_narendramodi,1.0010346283443876
fake_news,-21.355727797789942
health_department,-16.336928893181444
broadcast,-65.71197391984994
mata_rantai,-38.22104630871963
cbs,-111.37197159540523
delayed,-83.13433819400376
sure,-77.42189979729757
cost,-90.16237557350627
worse_attack,-29.341285501308548
worse,-105.18576840936505
poll,-98.64156023291075
contagiosa,-92.19561727005792
industry,-99.6414014679966
stage,-93.26164586802177
uncertainty,-60.10768106685165
memutus,-87.91448455366272
tucker,-100.87289578185475
denied,-103.72044340810506
urging,-67.03508737527994
valet_tests,0.999772546996925
likely_die,-35.628821058371976
s,-99.53041369839806
ordered,-97.74908286559753
standards,-106.88753569795227
07,-75.17394980780095
supreme_court,-62.494938608205395
ministers,-86.05251316941785
400,-87.30969872711587
black,-89.00470480144833
billy_nino,0.9994367520840156
released,-86.57977708561687
salon,-86.53281616835886
citizens,-84.37094143358445
court,-118.93991322399782
prime,-76.47799472140348
bans,-110.8511949019649
prison,-79.5020934798275
55,-44.64230935535607
normal,-83.23488363500363
brain,-83.339532461999
abbott,-30.61389423025239
homes,-101.99755559387022
remove,-80.52750473533811
announces,-86.15216320533081
malaria_drug,-78.02593355810066
malaria,-85.10546529256861
lagarde_amp,-94.35384513353955
merkel,-99.42567224735235
vonderleyen_lagarde,-94.00820629820747
merkel_push,-78.06806187737817
want_use,-23.292991862101893
ambition,-87.04754465959334
global_call,-90.16854803852655
lagarde,-101.1303982695672
women,-105.71466830146433
vonderleyen,-105.2800144625536
supporting,-77.76383750860613
polluters_want,-68.82105295559911
climate_ambition,-89.30192729267583
outbreaks,-59.96268719261127
pela,-82.49893003045955
send,-95.12032286083551
jueves,-82.11459313766504
nationwide,-75.53655170818239
researchers_say,-28.628150630701462
leave,-103.97014608621994
sarscov2,-32.79225580277673
cdc_guidance,-63.70017558951247
muere,-90.45725184526799
level,-112.31060639729006
616,-73.29717352656212
stayhome,-24.44349056369219
truths,-101.61396676072707
ao,1.0019585912355573
former_cdc,-72.07043212375176
mail_in,-63.391712276597836
voting,-96.81561685121197
partisipasicegahcovid19,-111.13202799800668
dengan_menggunakan,-72.71163625917825
masker,-102.373307971187
menjalankan_kebijakan,-74.77331540671987
memutuskan_penyebaran,1.0001297233433797
pemerintah_adalah,-99.53545356104534
partisipasi,-94.7703917719067
partisipasi_besar,-64.43159114819345
adalah_partisipasi,-91.9459396072839
besar,-105.20617230510643
dalam_menjalankan,-93.43528904380989
kebijakan,-98.94464755604083
dalam_membantu,-104.87054913294338
memutuskan,-87.67002402080686
kita_dalam,-90.2585978449891
kebijakan_pemerintah,-80.26763742344525
adalah,-111.70554638895878
besar_kita,-72.08059684615726
dalam,-122.54495766646998
membantu_memutuskan,-49.062101697073246
disiplin,-108.02559804712756
darurat,-90.89066721169485
keluar_rumah,-52.744989108052245
untuk,-120.32596125772605
wajib,-115.68396930213889
pakai,-102.68630019316545
republik,-108.3716194241573
menggunakan_masker,-57.81582316602131
asn,-45.41302310143324
rumah,-106.00417559203593
bagi_asn,-79.79879733808808
pakai_masker,0.9999449193371681
yang_harus,-90.8707314784456
keluar,-110.9323115269578
harus,-107.63824941733634
indonesia,-112.71869903280194
bagi,-113.01969242125332
republik_indonesia,-82.34193573597402
dengan_tetap,-93.96103213080772
dan_dampaknya,-78.18049243002973
mencegah_penyebaran,-2.597393489049039
siegfried_amp,-100.58726234065163
roy,-106.47560297129806
tetap_dirumah,-81.23771673296213
saja,-98.57770367796923
berpartisipasi_mencegah,-37.873969123222594
dirumah,-100.3960779846471
dirumah_saja,-56.69265879996327
dan_menunda,-76.21662223348419
saja_dan,-100.03715302445083
menunda,-94.20188335285552
menunda_mudik,-58.517691326311486
melindungi,-101.60267511933371
maskermu,-103.77484436421945
ayo_berpartisipasi,-89.14759717926863
mencegah,-120.8316067506439
harus_kita,-81.9044694505118
lakukan,-98.34149478855822
jangan_menolak,-93.07114910514873
kita_lakukan,1.000052340980772
mandiri,1.0000909127500448
yang_melaksanakan,0.9984827490894992
jenazah,-94.66855237213858
melaksanakan,-119.81911535653552
maskermu_melindungi,-86.25898110858037
19achmad_yuriantojuru,0.9996721581792777
roy_horn,-38.53636143934226
kamu,-104.19772093147392
umat_islam,-62.194249322435375
beribadah,-72.91543230856286
mencegah_penularan,-53.88963385863354
penularan,-71.28405178170017
19menteri_agama,-12.634125352582364
advice,-49.353576282870655
censor,-81.8511101086852
bagi_pemerintah,0.9977567704423862
million_jobs,-52.5526999499061
08,-76.56991507252229
horn_siegfried,-97.0861599712497
press_secretary,-29.055182921710674
daerah,-38.9500572535639
tahun_2020,-80.49241293005286
tentang,-79.86014424183614
19dasar_hukum,-90.49204656808936
surat_edaran,1.0000668979606147
surat,-107.04492878126948
edaran,0.9981520620864719
pan,-93.62596689112897
2020_tentang,0.9981900350372438
atau_cuti,-78.32624561410016
kegiatan,-104.63014051867447
dalam_upaya,-53.367154146594956
pencegahan,-100.65636674202905
upaya,-115.36725737678033
ignores,-75.64912635473364
capital,-104.37204289415884
pencegahan_penyebaran,-52.81000503873887
conspiracy,-56.65504341348643
75,-107.26148859873575
upaya_pencegahan,-47.863570372304196
stephen_miller,-57.77759925047294
wife,-106.37984127393113
amp_roy,-55.5711765872675
tahun,-109.93920572036095
46,-45.673961001668275
go_away,-65.98911589557366
mortality_rates,-1.0054752986422701
ola,-83.60828214532036
kekebalan,1.0005488792653898
memberi,-85.66188847801283
cifras,-87.17755943865518
memberi_hikmah,-61.87913349212417
kapasitas,-81.52705934722431
produktif,-93.61516477709444
kita_bisa,-82.8583865245788
tetap,-122.14431712551594
kerja,0.9995657923869348
walaupun,-66.10878571303758
dalam_budaya,-86.60119890795417
bisa,-106.07731072647937
bersama_kita,-77.85639342303425
melawan_pandemi,-19.603744058504677
bersama,-125.16063725768713
dalam_melawan,-44.163890143850196
catching,-74.41834095163553
high_levels,-55.95214596564308
deep,-113.50591985297044
debt,-100.6778212005278
melinda_gates,-73.92909143608921
ikuti,-91.96733199980689
himbauan_pemerintah,-107.81866224531316
false,-122.63548554699986
helped,-96.97062891565277
steps,-89.08411191742637
mj_aash,0.9997234259835612
aash_mj,-97.62943723521037
aash,-97.6073041521642
africa,-78.97229399648826
pihak,-93.17092835835211
bisa_lawan,-37.15792499006072
secret_service,-57.152824500793
dibutuhkan_partisipasi,-45.88577816080146
miller_tests,-20.91475254924362
dan_taati,-71.85149172403027
himbauan,-106.36252007678308
kill_climate,-88.29780482094826
greencoronarecovery,-83.60949848015663
inspire_world,-101.6877455231817
embrace,-95.01570281168064
push_greencoronarecovery,-81.29221538918856
semua,-103.49103078171449
embrace_brighter,-71.79679162065186
europe_inspire,-35.003106451664834
greencoronarecovery_europe,-96.39460977028376
inspire,-106.08662292296748
world_embrace,-100.81698535329059
brighter,-100.9158171195417
powerful,-89.15268653514657
aturan_patuhi,-84.65720553976796
brighter_future,-70.5860955421845
women_vonderleyen,-83.97187941079366
baru_yang,-86.35796308772768
lebih,-115.15126482001865
ambition_powerful,-85.68605163203165
powerful_women,-88.2842818121241
future_join,-61.08286100091809
baru,-104.76985497191309
joe,-88.46579077583368
yang_lebih,-64.85289599376996
primer_caso,1.0007244651677414
kerja_dari,-71.17561014865963
cara,-112.6064997978122
ikuti_aturan,-80.09901237007739
patuhi,-112.67399793627779
aide,-99.66488040471444
staffer,-64.90327261290815
semua_pihak,0.9989756109862424
190_000,-32.03108241801324
kedisiplinan,-95.85210595309323
concerns,-92.71009580570642
absolute_chaotic,-80.00431529429945
disaster,-105.43137767430301
response_chaotic,-78.42511081223938
hiv,-78.20563256373002
facing,-35.149850643975526
ebola,-28.231158622290554
got_me,-84.8812804285793
obama,-93.47376087493382
personal_assistant,-40.59152167618902
ivanka_trump,-57.66877841556201
south_dakota,-32.876278412859136
governor,-119.59556561984175
09,-75.7811837281063
america,-112.08422684287203
leadership_role,-49.17152325698834
despair,-64.33596361415898
blames,-60.95456052589105
mil_mortes,-64.07794279297246
part,-109.83043288368661
bars,-120.13451339134569
testing_reaching,1.0008355505078599
antigen,-34.522531193586204
everyone,-100.32739861234487
mil_mortos,-4.744174769038411
bekerja,-77.0141108661723
trace,-84.96457827204331
rfid_microchip,-76.7845521655814
mark,-64.7515820794068
microchip_mark,-83.51834471937086
beast,-68.70404558940984
48_hours,-72.62667901898543
48,-83.8163765012688
agents,-93.86940848953698
act,-97.28246022247146
kills,-56.70768756866017
propaga,-67.94157205189806
vote_mail,-76.76448634325038
important,-84.41078258940605
b_d,-124.64008729439193
wore_masks,-23.434923012576103
van,-102.13828136266821
andil_dalam,-85.97341123834853
melawan,-96.94876789511434
wore,-65.55061538053597
andil,0.9989506718072327
turut_andil,-62.85988067713775
turut,-69.97156399996322
239,-87.44217407104624
elon_musk,-61.99372870687731
think,-100.16053733159559
melakukan,-118.18791242614309
meaning_behind,-95.14833886284713
calculating,-69.66328538730872
hidden_meaning,-77.16862734794441
beban,-96.67752239370772
staffers,-84.59657743679436
infobae,-12.896740028919549
jangan_mudik,-98.5386141757203
dulu,-97.79657343554325
donate,-104.38542610064111
150,-62.584092109620336
cdc_director,-71.7395120524409
nh,-84.68554324670836
regsprecher,-91.91899776463531
amp_regsprecher,-82.09881419494015
push,-107.1006402074903
verde,-19.307571642832244
grandes,-89.87165031643617
pueden,1.00052896478097
unete,-83.89824954524914
60minutes,-11.626545574279637
self_isolating,-76.49506133569103
president_xi,-83.0249739084582
trust,-94.92946930598204
obamagate_obamagate,-62.86704658827554
obamagate,-82.14211822427063
player,-110.06637851753123
dia,-124.5411332844932
das,-50.9723000505876
lawsuit,-78.38898149140543
misery,-78.66938523282046
means,-102.81404275900591
nears,-64.23232223675909
xi_jinping,-100.36463930205069
pidio,-97.9085192694451
delay,-101.89749839407054
monde,-85.87587183857951
mais,-104.20690714140045
mortality_rate,-62.96925466598717
to,-92.67728388570325
sanitarios,-16.041515812854872
unemployment_economy,-90.94780095481342
researcher_jeopardizing,-69.75072043381537
inflated,-72.17197814588499
health_officials,-27.52409363271748
mei_2020,-63.892067535532924
funding,-112.34045608825757
cuts,-90.17952753040812
meringankan_beban,-54.2991279835166
jinping,-77.85346510963281
samples,-54.973849008402695
club,1.0012678825575743
sent,-69.60365053675025
sparked,-34.6115091035333
xi,-95.72773794209962
12,-90.82281886566538
korean,-83.39164211787894
nursing_homes,-54.3691103983646
fears,-92.1256406613038
cluster,-72.99976478550283
akibat,-76.57168450793381
dampak,-85.88417750262893
beban_masyarakat,-97.1229949484018
huge,-86.42489420735089
6xs_case,-67.66459955588871
death_6xs,-39.52903233761313
players,-121.06854288730881
self_quarantine,-62.686819370714154
verso,-101.33038027497405
toll_nears,-52.07842239706312
all,-84.1382096521654
worst,-102.65492604909828
quarantine_plans,-57.94876583034936
along,-79.22089204898778
keep_discovering,-69.29114053588862
chaotic,-28.291839861278486
barack_obama,-87.0215679546171
attacks,-102.12345426711727
robert_reich,-28.63707787696001
robert,-111.87281382397502
trumpvirus_trumpvirus,1.0015332300592232
contract,-82.36422450599848
rates_spiking,-95.42798237628756
spreading,-72.94891654443613
lunes,-80.90130186436275
heartland,-95.44763173866001
healthy,-101.6481825940499
taking_necessary,-84.537588651923
unreleased_white,-51.439946381814444
bengal,-97.96912587936616
taking,-105.01878879963097
necessary,-46.5811748475114
mamata,-58.48278924964682
madagascar,-56.735333677230855
communist_party,-44.91884725388853
communist,-42.402191731847495
suppressed,-88.23488336080116
misleading,-73.08973288421012
common_sense,-42.57504245439396
ccp,-97.78115416135692
phone,-33.75667348532553
report_shows,-47.9720721478102
rates,-81.19010587570452
60_minutes,-78.47304301170402
choice,-87.83892612685943
bao_gao,-134.19052227237916
men,-101.27963878840961
saudi_arabia,1.002479367089213
cluster_since,-51.42892337429537
ji,-120.5167847750853
humans,-97.57543540182742
fear,-96.72963743839512
fourth_july,-35.876767239719804
accept,-84.28756691240551
reopens,-71.02815984762884
vat,-84.99130544444374
lundi,-89.98277291789282
world_biggest,-43.86119076294339
spiking_heartland,-95.01641625648408
communities,-93.14930457373514
exempt,-100.79633760833912
resist,-63.58464223239433
loved_ones,1.0026044638333906
press_briefing,-2.130055903485004
common,-86.05986158830821
bhr,-123.06649372956741
pd,-123.76750132448666
abruptly,-93.33664844076225
ends,-101.57981783840994
jl,-130.21150573125843
coverings,-76.9236464406943
uk_government,-62.32977016619841
holding,-106.8146728802603
sense,-83.81596106852217
loved,-91.57030905833554
sud,-65.9192399810687
venezuela,-121.94022543231232
siagalawancovid19,-65.29652259687175
salah_satu,-49.529808575820184
memerangi,-101.95666341285626
satu_cara,-68.32597242315518
adalah_salah,-86.40668239880107
satu,-98.43816820656865
salah,-115.51221880101383
mematuhi,-113.98305270600957
di_rumah,-82.24661737768822
memutus_rantai,-31.7841921919886
rumah_saja,-81.31456435947399
rantai_penyebaran,-38.58426027196435
akan,-121.34703718130162
mematuhi_protokol,-48.8758044250433
protokol,-112.71007656267935
sehat_di,-66.16786582291695
kita_selamat,-58.61895750472111
anjuran_pemerintah,-60.88077938979886
tetap_patuhi,-75.9845193018498
anjuran,-98.80017020330067
peduli,-102.32278849222328
needed,-92.64121622648835
sosial_untuk,-57.95327718436271
polwan,-88.798792461096
memberikan_bantuan,-89.5810499807876
bersama_sama,-102.25671906400314
memberikan,-106.52222422971555
sama,-99.37503520647137
job_retention,-86.9123902607136
scheme,-86.6706532776451
jaga_jarak,-38.41630502473206
jarak,-104.01650796934778
shut,-111.03060043913905
sayangi_keluarga,-55.08464280037621
lebaran,0.9992392200616581
supaya,-65.80790841505478
sayangi,-108.33071669034366
keluarga,-78.28145589566104
trillion,-84.0610168123813
stimulus_package,-70.08316485930192
unveil,-85.39214362211956
3t,-96.52071626831126
yet,-88.08882754185073
worker_dies,-84.11128699542014
40,-97.64716962933664
mouth,-74.06044989690311
kept,-75.07466386092653
spat,-98.20881195890092
20_lakh,-94.48124927327804
crore,-95.85110000213155
personal_loans,-91.22685326138195
loans_debt,0.9993248353101822
fauci_warns,-62.820358650097646
official_figures,-52.22058920116084
worker,-96.48673086948166
mcconnell,-76.54111598478195
dengan_orang,-103.53729437134658
lain,-92.21678497512357
suffering,-101.01486079126228
aid_package,1.001824891306676
duty,-98.83955069308703
home_orders,-66.64371164878465
ask,-79.04303325911947
menerapkan,-88.58451996344981
yaitu,-54.10014711943068
menerapkan_protokol,-27.927032209811085
kesehatan,-108.77549871344547
dengan_menerapkan,-53.32478714863445
lakh,-100.32162594822468
j_k,-78.0017476605055
protokol_kesehatan,-52.207312734551564
orang_lain,1.001630624710391
via_nbcnews,-65.97800048154504
many_people,0.999393654050034
county,-99.46048085057704
virus_dirumahaja,-11.697367362271212
kita_lawan,-56.70323783743764
kasus,-27.165197900126927
guna_memutus,-84.08404075766872
mata,-93.91858593940978
hari_raya,1.0003607659156735
idul_fitri,-100.16157496392363
raya,-84.0902208096606
hari,-74.28117098777977
saat,-100.13824968200903
stopmudikcegahcovid19,-78.86536259598319
never_go,-79.93071489653377
away,-103.27407971631231
tidak,-124.01287867401052
tidak_mudik,-99.47602513559
may_never,-53.369800703406554
segera,-68.6946361909812
segera_berlalu,-77.58708642833298
dirumah_aja,-92.49487799805509
ayo_kita,-93.40353825208958
forever,-92.77738368447075
baksosbersamatnipolri,-77.97102653623537
confinement,-68.22768808722125
campaign,-94.29143617971958
sales,0.9995359905250848
profit,-70.35552798801436
senator,-85.49639766828147
putus,-68.6326776452346
stock,-112.1984228611876
ayo_putus,-83.12163709631298
paul,-76.92939574972806
found,-98.61180058945966
warns_this,-22.308416101633178
public_transport,-83.48987204126998
panel,-81.75675865805319
untuk_cegah,-34.53299595791995
avoid,-93.2911900010794
sampai,-105.84381482666542
respiratory,-106.50136306076801
dari_bahaya,0.9984410639012697
democrats_trillion,-85.81061466207163
bahaya,-33.95743507881754
pasti,-84.37510127048775
menuju,-104.25956766102202
tni_polri,-100.6004970922067
civic_duty,-51.00594537259028
used,-93.50460648450569
pelosi,-113.2350311002529
two_weeks,-49.913008367039154
later,-66.12865872361881
forced,-92.66401485890027
cnn_expert,-90.79982350688034
dengan_tidak,-73.9467623219919
woman,-78.90269031969744
used_cover,-89.78442525866235
late,-96.11923346494461
bargain_power,-86.20802840881578
due_alleged,-111.27372193330363
withholding,-97.10770401105229
undermines_immune,-72.03837072571294
cell_undermines,-62.853279444003974
immune,-92.08981860649216
power_deep,-57.691097738189825
effect,-22.350262677416435
human_cell,-93.45932384915606
undermines,-101.33821515061173
inflammation,-63.91707908383182
ccp_push,-85.46443844660521
dissolution,-108.8914393783903
ccp_dissolution,-97.91855763776313
january,-84.47047353150293
alleged_withholding,-50.12601540539483
deep_state,-80.23460214543009
immune_system,-45.80312438345104
state_funds,-70.560714479635
funds_ccp,-83.38127077486507
term,-106.03046084214395
system_act,-94.47309732078297
bargain,-95.81155466557459
planned,-104.30830644964202
act_bargain,-90.75492852187072
push_5g,-46.55517954428153
including,-112.44097166856322
middle,-100.827620430939
student,-97.93059401267809
untuk_memutus,-29.396331813470194
gilead,-80.70026453629409
untuk_mencegah,-23.66496064359819
facility,-94.88210606181661
senior,-80.89060198870027
pennsylvania,-67.87666533676426
hotel,-95.94030031592317
moved,-73.96541551628228
sendiri,-97.12181012764893
berakhirnya,-83.33528228789746
diri_sendiri,-73.747903820104
demi,-107.40835806057964
kebaikan,-73.15271825956893
terbebas_dari,-4.842814460881813
star,-121.84468226955227
minister_helped,-70.93948412029533
helped_save,-17.129383663966546
slayer_kerala,-97.95485324129056
rock,-106.39569749013859
bakti_sosial,-103.71938822220618
quickly,-93.45374696801726
gelar_bakti,-81.70825734594975
richard,-67.67728550799701
restaurant,-33.34419044750494
ditengah,-105.53759992482092
dalam_rangka,-89.7668981827617
angeles,-76.61446427744673
sinergitas,-98.68817260246233
forkopimda,-107.84671460531004
bakti,0.9990808185347736
public_health,-21.69941655994715
england,-106.30529516279583
podria,-99.6852030825273
nunca,-101.70545180577274
approved,-75.75154984769023
testi,-39.02728192955048
vaccin_contre,0.9964241975642516
behind_calculating,-86.45587996713651
666,-69.22040720331015
wanted_pass,-80.20412799347385
personil,-97.87701000268159
adanya,-70.61766036245085
mark_beast,-85.8585770544547
beast_hidden,-86.06766598382436
meaning,-76.01927822374655
meltdown,-31.995172475728136
proof_rfid,-86.30006804971909
microchip,-70.49973024771997
dengan_adanya,-89.31402909243644
rangka,-111.92662502187477
testi_pozitif,0.9978095179281126
development,-96.46723870943913
approved_use,-36.90629499449416
steal,-92.33969839517424
felizdiadelmaestro_15demayo,-100.58208794787114
diadelmaestro,-96.98138501065789
distribute,-98.52686275483475
stockpile,-74.06096282099159
poised,-74.88561360318414
acceptable,-85.99444687290053
prevent,-81.4208162898193
nedeniyle,-24.803003572259918
berbagi,-93.23202445248005
democrats,-119.66111590042263
offer,-90.67908887652182
threat,-80.87942248108469
door,-96.39534631972516
penting,-109.97238960789745
accurate,-96.84322779213956
top_story,-38.999548682919624
fbi,-50.98999089801279
love,-98.12010891389642
military,-110.72859769167181
call,-96.01721341735025
pelosi_calls,-61.427454931227345
added,-98.31146979669852
administration,-92.47129756326777
rare,-84.84379119727217
obama_administration,-84.18647369814522
convertirse,-16.43032738807098
coronaviruspandemic,-27.45679985232144
trending,-65.87934206250911
sembakopolripeduli,-81.95564292577923
gelar,-84.05356977950039
maranatha_sibrn,-119.19271540095386
mochamadarip_maranatha,-88.18071177278135
te,-104.26157097190206
wagimandeep212,-63.070595964812505
narkosun,-103.39742360453677
1802_kimmi,-115.53653400556131
airin_nz,-99.61485437883303
wagimandeep212_narkosun,-102.51817296368637
hamka_sutra,-102.79179684654959
1trenggalek_tjhinfar21,-91.29634364505183
thearieair,-88.7586683740258
l07_te,-127.33754889348032
mantap,-89.00123236031422
atm_beras,-83.67265869067238
salurkan,-103.9747392781078
san_diego,-74.8526940055536
solely,-33.608243574243296
schools,-109.24303067298464
relief_funds,-22.924180313418418
private,-107.24403224909786
religious,-117.24223003580869
operation_warp,-81.29943307519352
speed,-82.21846106629044
ministro_da,-84.19029447263752
saude,-102.64092072929957
see_tips,-64.7666126982145
tips_personal,-84.17275766751102
penerapan,-88.12615238073181
giat,0.9996014459224742
tak_hanya,-85.79594265657579
aids,-75.01799264969029
pool,0.9997077025636539
and,-103.53714184867803
pandemik,-86.72077301212617
horror,-99.2936424568838
realdonaldtrump_foxandfriends,-68.01116509313403
sebagai,-99.9101745710159
serentak,-97.08239103707001
tahap,-14.17690034783772
r,-100.2224006417288
gerakan,-114.79250199030405
discuss,-102.99575183188566
sesama,-104.04542918723058
alcohol,-89.94186787538004
home_residents,-33.071065304036225
uso,-114.21258694831944
da_cloroquina,-79.38236720569856
success,-96.14912073348867
hell,-55.435237590277715
months,-102.2647135348411
supera,-69.02538310906141
mei,-72.80431007275645
journal,-97.17554978068603
colorado,-90.5155133150675
2nd,-101.66278858293725
medical_journal,-78.17921802566474
urges,-99.17611936647975
85,-98.08509502083858
leading,-97.41118948841226
vote,-103.97282914373436
brazil,-99.92838755743416
tally,-34.17870503028727
package,-95.94719447841658
several,-102.47862739252379
blog_post,-13.340961505466549
secara,-112.53746134986447
death_count,-21.70929286555051
fewer,-72.91760349274162
previously,-103.43583303511778
game_changer,-84.23245067049179
increasingly,-99.71523086230329
game,-112.18725322471909
promoted,-92.95479573864223
discussing,-6.823324252315452
it,-113.98384461338189
l,-110.33717786781212
charge,-96.63612146823738
speech,-104.34645973296405
45,-107.9100826663288
d,-78.80501438995235
uss_theodore,-92.44478186955777
roosevelt,-105.3376090608675
mess,-97.93283900238644
britain,-77.69926559117224
claim,-67.84905777922954
period,-87.5592965679667
hydroxychloroquine_drug,-103.34100805577845
desantis,-102.21079423334595
cuomo,-111.9307752975978
spending_bill,-39.116935041675255
difference,-94.86310247597908
tener,-71.48739246045064
sniff,-25.252890761084277
resources,-92.55632166414198
ano,-106.98781175916966
medio,-1.6360434157225223
spending,-98.4358951485563
trial_begins,-66.54988412750996
dogs,-79.29534377205252
crazy,-86.46294001219323
wondered,-46.748880425237054
backed_bill,-80.56139866665954
please_take,-30.930261350031827
yes,-90.51037020939296
interesting_article,-16.751805530687214
looking,-82.63259739699305
also_hope,-87.94659759261403
signing,-61.179938676765055
calculating_666,-32.89611566996216
finally_revealed,-47.90753778631312
hope_re,-88.40635699588987
staying_safe,-43.24334031204235
also,-121.16002057037561
ll,-112.6254141064038
interesting,-95.52736142494616
hope_ll,-45.69868743495692
travel_restrictions,-1.9691998064323313
everyone_read,-68.57101834097926
rfid,-88.19149305999404
pass_along,-40.96709261422432
sarscov2_forecast,-29.09776263799595
population,-82.8852290529032
friends_family,-68.06201589944423
proof,-75.37462754293149
thought,-107.73633172926256
criticizes,-80.79109976564685
death_population,-19.67628824735028
exaggerated,-68.50142640670799
nation,-112.28462968311466
sport,-40.98402714539021
want,-92.00797708646172
harmless,-98.46873160446808
majority,-100.06081726232284
want_share,-82.60355655122603
read_concerning,-88.81158607718739
leaving,-81.8087070223945
hope,-106.09641870214388
meltdown_free,-54.602036453948955
cura,-87.21601719442832
pozitif,-83.77031644847823
trump_admin,-74.55665543799336
pm_modi,1.0011718635106677
praises,-92.03841621979143
program_backed,-57.51429277249262
missouri_governor,-83.7658417760905
coming,-107.31429573549846
nueva,-110.51241604033395
politica,-86.4939262493341
world_bank,1.001372108488011
identified,-86.84158167473188
31,-94.81497754651848
places_reopening,-37.79074245992989
eric_trump,-83.74875624673108
imposed,-106.60010391024309
online,-118.33401468847309
waktu,-50.2242461223802
nations,-116.09600105877108
pedro_sanchez,0.9993456248205291
sobat_polri,-98.6013507852803
ingat,-81.02687941474078
selamat,-62.49774126526957
foxnews,-110.89207008044293
holds,-76.54986870325108
magically_disappear,-57.05666232662807
november,-96.79591141698715
inquiry,-67.9425770119626
cia,-86.54220655427059
cost_ccp,-100.27680426092931
independent,-98.4858507792218
sundayvibes,-75.04133619843176
attended_church,-77.79511795834048
criticises,-56.260147812773816
attended,-47.75421365735764
church_service,-35.5012105045826
exposed,-106.39515196125676
180,-89.61016597557776
officials_say,0.9993912692893232
revelation_13,-57.71083117967598
13_16,-33.540886962342434
18,-96.58253955563062
mark_revelation,-85.7650237736708
magically,-41.980188347618835
single_day,-38.07721430240439
till,-102.73111004831452
com_mais,-45.984843144290174
spain,-106.09409930552317
blue_states,-31.058825418373697
blue,-61.83531666335816
italia,-94.95349263432907
disappear,-41.92795994714263
battles,-54.58447744290779
ron_desantis,-64.26103450966633
vs,-109.99053772873012
deceives_many,0.9973546941846201
false_prophet,1.0002372862028466
mark_right,-92.02200580069965
hand,-97.14952806405653
receive_mark,-77.44042040438428
prophet_deceives,-60.46547926694625
teen,-77.04067880794578
largest_single,-46.24989164952573
pushes,-81.79722798289468
poor,-100.81614337989672
nao_tem,-51.52972939983871
asharamji_bapu,1.0000467420198293
gran_escala,-22.98287402408204
meses,-96.7127785710947
ocho,-98.43163038844617
gran,-101.22079333136023
governo_federal,-48.08956184110842
lgbt,-93.71113587730915
assembly,-55.41365962784577
easing,-70.37435108098971
letter,-90.95544543212486
asking,-92.89437678925933
add_name,-33.89266580596403
vai_tomar,1.0015390791096295
llamas,1.0011651006585576
recover,-78.30067309909218
live_tv,-13.704212300421426
reports_largest,-54.20856571002986
single,-92.98048766398286
dr_scott,-82.18181564742456
atlas,-93.53220561477902
halts,-107.42649423063393
unvan_degisikligi,-83.76028509122638
sinavi,-85.34799997632217
degisikligi_sinavi,-8.377675383625059
vacina,-73.16732026755037
degi_si,0.9999456748043699
si_kli,0.9989623042094269
unvan_degi,-59.381014664651204
gi_yapilmasini,-85.62553662988726
talep,-109.10913791719312
kli_gi,0.9991930406259839
sinavsiz_unvan,0.9995114460743363
basvuruda_bulunan,-83.98046177766739
saglik,-105.12724542348256
sinava_basvuruda,1.00037288995142
nedeniyle_ertelenmistir,-29.954361891041923
devastated,-97.08854635455738
moscow,-105.59947676760412
texas_reports,-66.59345284513908
saglik_personellerinin,-79.17841549207057
bir,-99.61272978031988
felizlunes,-80.84505002599435
taking_hydroxychloroquine,-77.1889932130784
masyarakat_terdampak,-37.458201484560426
baksos,-73.24726472990804
kampoeng_99,-100.32063849724648
anak_singkong,-105.63576381126444
aryprasetyo85_dewidrupadi,-85.179173196057
aryprasetyo85,-103.43255009650736
narkosun_kampoeng,-119.6736898968755
99_hamka,-119.65852460650606
sutra,-121.4982571370172
taste,-48.69635492986357
ad,-99.14168758258624
moderna,-109.22746792888329
bersama_lawan,-48.043927080452654
hydroxychloroquine_prevent,-24.3590867473047
widely,-63.86319341608298
loss,-115.47273669739778
lunes_18,-58.748663223443636
oregon,-57.691021461394556
gugus_tugas,-78.97511024962436
percepatan,-102.27632302934221
senate_let,-49.864721437151836
shows_promising,-42.739368983059954
smell_taste,-68.65150748076861
cas,-99.21556258519405
taking_unproven,-62.09945084584487
madrid_confirma,-56.714077663398086
madrid,-94.89037345682547
null_void,-68.84846505658426
tugas,-95.34591743698397
right_hand,1.0006993164063314
saat_ini,-74.8467268933893
ada,-118.46137688117662
