words,sentiment_coeff
hot,-31.33128799874249
gov_greg,1.0008692072168557
pregnant_women,0.9982193187272052
damn_mask,1.0003822490737675
red_states,1.00033541804921
wear_damn,0.9997240003694605
texas_florida,1.0017943296943346
diagnosed,-20.29548340073117
health_insurance,1.000424935000278
denying,-87.9981791550317
pre_existing,1.0012004394898883
affordable,-88.49675504137053
125_000,1.0003711125226755
promote_medicalstudents,-89.4540970272787
surges,-72.10429484275113
florida_governor,1.0008750039920407
good_thing,1.0024532413766418
126,-83.10129927712823
lack_leadership,0.9998391524193166
polrikawaladaptasibaru,-75.35934969786673
migrant,-76.89622280535092
dengan_melakukan,0.9988527026124857
detention_centers,1.0018966788873798
maklumat_kapolri,0.9987644784991621
maklumat,-105.92277533292881
mendukung,-108.6809466260419
kerjasama,-58.829335662127164
scale,-86.86169015086912
seanhannity,-89.14467823784372
pendisiplinan,-83.23198915287509
pengawasan,-74.44785416557954
seeks,-93.83178522763245
bilardo,-96.70076147979228
campaign_events,1.000784310591326
centers,-87.54232563872569
american_soldiers,1.0017046463280406
breathing,-88.16580129107795
problem,-102.19391949679839
fanb,-123.12154469845146
another_record,1.0001132596269569
problems,-104.74891309765813
orinpitsukuhazhong_zhi,-97.37469210114163
terkait,-104.84339007655831
contracting,-47.86777415490501
mengenai,-94.4088237761469
ice,-98.22493638623762
postpones,-106.99525027540244
irjen_pol,0.9994980233735432
hrdministry_drrpnishank,0.9995792820302222
menyampaikan,-83.30121402813545
sets,-97.87637906658614
home_order,0.9993763539240189
daughter,-99.78390773327418
miami_dade,0.9982996616515353
understand,-100.4150795686761
public_inquiry,0.9984822418409426
hold_public,1.0010144465903048
inquiry_government,1.0015642537141922
seriously,-71.53914636117239
exceed,-56.962247919351704
fox,-34.1927729747195
realdonaldtrump_vp,1.0011434166696405
learn_truth,1.000822374981549
came_usa,1.000717011844693
counties,-79.96681268598897
hhs,-94.12852517500889
medio_millon,1.0004922002729404
co_founder,1.0022003002403643
blame_please,1.0000887145798467
cruz,-69.21738735428751
vp,-107.64834208096752
maryland,-102.8526971093064
kits,-50.4062684864217
minutes,-87.02296685987606
founder,-83.94721884998582
date,-97.7171799344882
night,-104.4556005409193
knew,-78.80235785524387
markmeadows,-109.89306389482488
course,-82.41029879761503
nytimes,-92.75536955270492
yet_come,0.9975080068202908
bts,-106.85211708526742
btsarmy,-103.88738831429438
followtrick,-95.91428406631748
sugar,-100.88535133207901
indoor_dining,1.000045997770938
lluvia,-111.08932129934735
turn,-102.17626752681123
follow,-96.86081871233861
swift,-59.20756665626634
herd,-75.11323792537404
worst_yet,1.0008096927945023
big_pharma,0.9991557325201875
hardest,-96.92373020263219
in_person,1.0027574975553044
living,-89.08469350844226
refuse,-51.18066614232317
common_cold,0.9992644307066271
asset,-104.85751570346164
classes,-95.94617313195724
has,-93.34949652478461
mutation,-86.16226036524942
typical,-88.486097420365
rages,-23.982961488007724
july_31,1.00066962849628
plasma,-104.58394219379181
gov_cuomo,0.9986722827038115
conference,-90.45143500766429
taken,-103.47782178937996
elections,-84.8400905800851
rand_paul,1.0008623420628733
jakarta,-80.05651800600886
wisma_atlet,1.0009973722725334
beberapa,-80.7316268567586
disalurkan,-94.32078376721381
serta,-121.08070513067857
buys,-81.26724135585802
bharat_biotech,1.0011167921585866
build,-92.24350683106901
groboganpolres,-97.58953640746141
74,-67.74341447278324
congratulations,-91.49245937278043
philippines,-106.04937014257641
july_weekend,1.0015558287960482
wrong_direction,1.0004074494753754
death_panels,0.9968645158493057
ka_na,1.0004441110626274
covaxin,-78.70855124102174
july_4th,1.0009181671530003
case_count,0.9997097243463199
130_000,0.9995810796655148
rest_world,0.9999237237596766
jy,-103.27838666275164
pfizer_biontech,-57.45686761270726
patrick,-66.09354742353841
kesehatan_agar,0.9978305219050418
dalam_menerapkan,0.9995166019166084
realdonaldtrump_cnn,1.0018147675513744
causing,-113.42505684742645
fraud,-97.4691508543981
47,-104.70521652087191
local,-67.76059963884407
chouhanshivraj,-100.34286315456171
mp,-98.0476076301266
aajtak,-80.90351663763073
drrpnishank,-116.88471183627422
salute,-58.49431691218381
julio_2020,1.001557055332979
bounties,-78.57395045747725
herman_cain,1.0044934972249349
parties,-104.92421856153489
alabama,-93.8248869965493
thank_nhs,0.9991485058264833
52,-75.012550647022
poblacion,-118.59304118485278
desarrollo,-94.78094174231198
ghislaine_maxwell,0.9996651729242754
batalla,-96.15485879492167
posted,-112.83615775854341
gobernador,0.9991618374302006
pueblo_venezolano,1.0016690931858176
counted,-94.31017441981658
cold,-98.68925903055002
gone,-84.34476223546348
hosted,-91.38082512974606
semestre,-98.2375124494906
growth,-114.71354565978893
mexican,-87.43671415543805
refusing_wear,0.9979807817517385
thanks,-89.84670141665434
amlo,-85.85250032648422
gdp,-96.43384091671717
venezolano,-79.2047434214727
mask_mandate,1.0014445314748888
independence_day,0.9999972106592341
henry_ford,1.000629377008911
faster,-99.60388241873338
north_korea,1.0008468927422056
fantastic_news,0.999999603555463
we_need,1.000619578448822
clinton,-94.34230553561699
better_job,0.9982321715248372
permission,-90.30867443382
handled,-39.52049859708537
mr_president,1.003138483921433
53,-103.00468990021713
learning,-110.09429782103923
hour,-70.9553122315006
pubs,-82.76053372661173
existence,-83.41563265439143
nuevo_record,1.0006448775912462
readies,-37.47760545444891
jr,-105.04686419588008
girlfriend,-101.28471823209031
guilfoyle,-90.38065485578092
realdonaldtrump_flotus,1.0006707709060203
deliver,-99.13016835943
personas,-113.42095741871576
pubs_restaurants,1.0011187820818672
tested_negative,0.9988527676601051
final_year,1.0011581482764955
thoughts_prayers,1.0005845103791926
nbc,-54.68372358931636
area,-110.68972272163337
india_mitega,0.9992970789681902
mitega_india,1.0027467718029284
driver,-108.05559996226997
event,-97.03245651704606
straight_day,0.9992333736365517
happy_independence,0.9998808334749175
nick_cordero,0.9985166768236614
commissioner,-92.71167380245642
totally,-50.36925791474804
crystal,-97.94041734105744
risiko_penularan,0.9992220916521205
jarak_sosial,1.0006129829299357
terhadap_risiko,1.0005234128382894
pembaharuan_status,1.0007481106123701
status_jaga,0.999888583902774
distancing_terhadap,0.9983433670640148
jakarta_kcioke,0.9972684017020654
kcioke_ptkci,0.9984974387060871
bogor_zona,1.0003576353072787
stasiun_bogor,0.9986670569368572
ptkci_stasiunbogor,1.0015387348478504
murio,-63.43207738070822
rest_peace,0.9999256788620121
hampshire,-68.15070640692032
refuses,-99.52772699239927
timeline,-40.03409501116527
realdonaldtrump_nygovcuomo,1.0005620323705409
commuterline,0.9999241074380709
kanye_west,1.0038333344817967
houston,-102.035504939404
airborne_transmission,0.999552159054535
status,-107.4646071481458
rushed,-76.22697770492599
actor,-92.51327220561815
via_yahoonews,0.9992532983021482
forward,-102.44925426365842
family_friends,0.9996253969116976
atlanta_mayor,1.002258112384297
forca,-38.60101809420169
hidup_bersih,1.0000037150659222
bersih_dan,0.9983528129505426
patuhi_protokol,1.0011690483496654
terapkan,-88.82235806093851
polriajaktatananhidupbaru,-92.37461062597208
sarung_tangan,1.0000107099614655
dan_sehat,1.0012312342552216
hand_sanitizer,0.998907429778846
prueba,-90.75517774678634
sebagai_upaya,0.9995504600201991
upaya_mencegah,1.0001343929320958
hopes,-61.20515161487797
monday_july,1.0030030449007727
jair,-79.56471246739368
testa_positivo,0.9996792231387817
reopen_schools,1.001397457538697
panjang,-89.67506205244476
membawa,-101.94797056121888
open_schools,0.9994573325841807
schools_reopen,1.0011128286089461
international_students,0.999238253865539
west,-89.5507546230199
da_puta,1.0001237816582407
bersama_cegah,0.9998194397232096
warp_speed,1.0007694347578924
schools_open,1.001254803501407
donors,-96.31125567222016
approves,-90.56060850306612
presidente,-123.21373252558102
land,1.0019160707316404
massacre,-82.86836840026845
positif_au,1.001205312443422
reopening_schools,0.9983773024577292
among,-97.49292282205373
negativo,-57.92788307430716
teste_positif,1.000666008430656
mejor,-28.96241332115971
recipients,-19.636875111782974
rishi_sunak,0.9993704648317976
kids_back,0.9997475103604722
opening_schools,1.000189819775
send_kids,0.9995467111668763
kids_school,0.9997582072126797
cualquier,1.0011485193112895
rishisunak,-91.40746356265552
sake,-99.07013058857387
fall_sports,1.0003983386348503
school_reopening,1.0006781867612242
3rd,-89.69995081931563
lawmaker,-41.771300689250886
cdc_guidelines,1.0005579410564842
himbauan_kepada,0.9988634997909492
diosdado_cabello,1.000194703447902
summer_camp,1.0007870638235052
rusia,-111.56463377412221
sistema,-109.0417264492707
patria,-104.45454925749776
medica,-104.72158287297067
cientifica,-86.13077608078049
thursday,-104.01337753289688
82,-97.59410939036854
transmision,-88.49788067722173
juli_2020,1.0001219921720812
bolivia,1.000120069240609
puede,-95.96847983603368
julio,-84.95578201776402
dado_positivo,1.0000505635244388
different,-99.76611100877247
chinese_virologist,0.9988803889861574
accuses_beijing,0.999380588150432
flees_hong,1.001591955028547
virologist_accuses,1.0020040492474567
up_flees,1.0007172622524705
treat_whistleblowers,0.9999165495688918
know_treat,0.9990056991637153
deadlier,-84.20489006637146
disney_world,0.9992878132120795
lawyer,-69.221265989521
roger_stone,0.997814469294136
jul,-79.50502399495869
programme,-100.99358880506396
70_mil,1.0013588012616474
lawmakers,-96.64965873496305
health_organisation,1.000819425116057
want_see,0.9976574957112387
and_or,0.9998317552201311
disapproval,-80.43490917348002
conduct,-104.21991244867992
exams,-107.70237201898654
amitabh_bachchan,0.9992597841871156
bachchan,-101.65458537145665
abhishek_bachchan,0.9989482528160125
soon_sir,0.9999317669797737
admitted,-97.0752791650588
amitabhbachchan,-81.66639254315557
wears,-76.2009040527288
expected,-108.57113470476405
cares,-99.64478215621455
expert_warns,1.0023169575271178
wishing_speedy,0.9986000005073975
admitted_hospital,1.0010658761034588
documents,-97.22499278678248
blood_hands,0.9997138315980473
security_guard,1.001225206477642
bollywood_star,1.0004241000717833
mumbai,-81.88483905563163
soar,-93.22972485099301
recover_soon,1.0013491588404544
jl_vs,1.0028171563832318
covid19india,-34.09535045439934
walter_reed,0.9984225164368549
affects,-64.38416436048398
juli,-64.575024043556
saying,-105.60363991258089
michelle_bolsonaro,1.0021648838870134
sir,-110.39663948854145
aishwarya_rai,1.0000561412464026
rai_bachchan,0.9999914641036136
shatters,-93.48319794161362
betsy_devos,1.0019433015935506
aaradhya,-97.23883237265474
teachers,-99.07169544083705
shared,-96.566854979693
li_meng,1.0015642653297543
meng_yan,0.9999009870242347
vacuna_rusa,1.0016563041585038
steve_bannon,1.0001544508078777
in_law,0.9990710748383084
230_000,1.0015347025651893
135,-80.017854218998
ensayos_clinicos,1.0006983189408654
surgeon_general,1.000665571849381
super,-71.09170920078137
chuck_woolery,1.0008598361484184
game_show,1.0026047669266607
wealthy,-92.38668016532061
show_host,1.0006029900611162
indoor,-107.30252457109995
fast_track,1.0012836592683612
lying,-62.630719728938914
gavin_newsom,1.0015241262642998
aides,-86.89391099004769
budget_deficit,0.9999351601664478
coronavaccine,-31.700486981424746
du_masque,1.0027929617508602
kong_virologist,1.0007870367388423
bill_hemmer,1.0014902041928329
pls,-45.2506156151045
hemmer_reports,1.0001834509008012
virologist_claiming,0.9999927683808324
up_tells,1.0010006376154255
reports_we,0.9997915935556888
restaurants,-103.5031945587144
surging,-23.276252782268188
statewide,-95.76054267265901
we_much,1.0009126216528472
large_trial,1.0001107867173624
bypass_cdc,1.0001291529216
truth_ccp,1.0000938265473962
investigates,-80.53530119711343
final,-112.07624224547472
school_district,1.0012642127006472
labs,-97.88088665169941
uu,-87.67030353714034
muestra,-103.84769122326648
adaptasi_kebiasaan,1.00064052143974
kebiasaan_baru,1.0014353817207664
biological,-80.57889704779434
chemical,-101.31194753729196
much_worse,0.9996810091284423
florida_labs,1.0004058021238427
reality,-104.69793207392175
labs_reporting,0.9983614976326982
cuarentena_radical,1.0002991699768193
produced,-66.81556589140068
stopped,-92.09928966392698
gnbgdjfl,-86.45977987809349
fabiozavarsep,-94.54111106795223
kevin,-62.81663194524603
strips,-55.1684342565411
competition,-63.5456418201352
contracts,-108.08468442441148
yang_dilakukan,1.0000252108039518
infeksi,-65.49338722664356
forces,-104.0215435296547
apa,-81.80240983062538
sih,-91.39992399657517
parade,-77.58180705350225
internationally,-90.74824382882453
armenia,-100.97087582832926
masa_adaptasi,0.9992197710061489
senin,-94.95359428929716
sending,-90.24068776874668
attack,-102.6055535753777
directly,-100.53249204542192
fernando,1.0005743441331432
flu_season,1.0004471328890052
blackpink,-94.60587615387533
dar_positivo,1.0006837275931326
want_know,0.999226982834555
miercoles,-78.51544043993451
trying_steal,1.000668246869172
disappeared,-72.61890128128584
mask_mandates,1.0008007350229928
target,-104.3894990055273
140_000,0.9982015888636454
requiring_masks,1.001154581667918
hackers,-109.6147462947455
twitter_account,1.0014647546597708
deletes,-76.39673055495697
retweeted,-77.47903856648385
trucks,-84.48805075254019
telling_world,1.0007359402859566
deliver_copy,1.0000412972116572
copy_officials,1.0002950722500092
vaccine_development,1.0007627479681465
cdc_website,0.9998455336948456
red_zone,1.0005497218607204
beijing_covered,0.9991556371877779
fleeing,0.9996121215817683
fleeing_hong,1.0010050616708397
whistleblowers_telling,1.0014037126277948
victor,-97.23596954227244
child_care,1.0004275127309388
atlanta,-81.58520764830294
92,-102.894512785417
700,-63.2247812830307
review,-106.12056459258345
vaksin,-95.52364254832332
ampuh,-103.40947421340375
social_security,1.0011369746043433
crises,-75.65558699321801
abc,-48.74664040425592
racism,-100.85819960147408
delaying,-90.57360798538426
fatal,-68.34416256605768
poll_finds,1.000449067323342
error,-110.20921723465274
mink,-65.65007853126455
christmas,-102.71392848095759
texas_county,0.9984290566841297
upcoming,-83.44733968592728
infants,-81.39722362171503
babies,-71.40082784973114
john_lewis,0.9997020557256936
leaves,-93.1881324286191
38,-51.57163338522992
inequality,-81.9190754200414
day_row,0.9995994930967306
gop_senators,1.0004803253613164
types,-95.0691889166616
pro_life,0.9971152002985056
gop_realdonaldtrump,1.0002277823166403
chris_wallace,0.9994701403944173
foreign_affairs,0.9999971670046847
couple,-88.7957981017533
adults,-101.63388918843212
large,-87.9814685700456
payroll_tax,0.9985832737453374
corruption,-102.38013286068224
resumes,-61.90330955319246
tax_cut,1.0014075391167503
eu_leaders,1.0009510812936735
bio_weapon,1.0002608887759852
current_situation,0.9995586801298476
dario_vivas,0.9975095824910649
time_left,1.0011986217909359
digits,-91.27833732390742
ccp_stop,0.9990518739679626
federacion,-60.01222012976864
great_danger,1.0024103324089337
take_pledge,0.9981069421585518
virus_mankind,1.0014342957366258
terminate_ccp,1.0004304733577343
left_wakeup,0.9996824597605838
wakeup_focus,0.9997630250222057
mankind_great,1.0001805423455765
danger_ccp,0.9997690293935036
ccp_bio,1.0025419315416024
weapon_expect,1.0010463438657102
expect_herd,0.9983982549421093
situation_terminate,0.9999315540178186
takes_toll,1.000444289821096
national_lockdown,1.001296102899734
universidad_oxford,1.0015727386619928
respuesta_inmune,1.0011206240817272
doses,-87.73542223648694
shows_promise,1.0021111160146516
vaccine_developed,1.0001598614621674
primeros,-80.75122368054129
ensayos,-112.33939871968327
humanos,-99.99811477543967
oxford_astrazeneca,0.9985012751842747
theories,-79.70247366979605
resposta,-77.62817756052179
resume,-84.26756538176171
vacina_chinesa,1.0015256761480826
signs,-100.69953551461717
deals,-116.29008729246432
nfl,-104.37922965241658
hn_aakaak,-57.72505765687119
naam,-55.46312650468707
postponed_due,1.0004718591237254
pm_et,0.9983484281198377
interview,-107.95229077736263
da_vacina,1.0012577705112813
gets_better,1.000742100670143
pay_rise,0.999238400860354
sector,-80.68779808718979
excuse_pls,0.9983619695450635
justice,-107.88283186572964
hackers_targeting,1.0020765623652794
false_positives,1.0010741724039873
senate_republicans,1.000134188619649
union_europea,1.000635060660065
inflation,-91.84531709252202
issued,-75.48389870241945
contributing,-97.92686820593734
uji_klinis,0.9993318355318977
agrees,-79.8610984163704
unemployment_benefits,1.0013865184037947
biontech,-83.78185053622963
95,-114.40357650921213
vacunas,-85.23634386174682
bio_farma,1.0013141167536381
dosis_vacuna,1.0003079737543767
everything,-74.21486302157223
putin,-114.04799271159138
nothing,-102.91860831363327
145_000,0.9996596532449552
4m,-72.05070386794876
msm,-90.30266569466502
jakartacommuterline_jakarta,1.0026830212593774
zona_peron,0.999705280712093
peron_risiko,0.9993863300706634
commuterline_jakartacommuterline,1.0006497304517479
national_convention,0.9987987317825586
old_girl,0.999692268218077
tool,-66.25533315809119
risiko_menengah,1.0008119574876646
senate_gop,0.9998615974144983
jobless_claims,1.0017338730625749
basic,-67.22333631540496
thinks,-100.65039053606377
dnc,-76.0410281441837
durbinliesimmigrantsdie,-11.600731838662032
senatordurbin_dr,0.9997824354238831
security_medicare,0.9988023557432887
becoming,-91.30452063154986
promise,-93.02155768918712
differently,-79.19730359981973
fixcare,-91.39745754161774
flu_shot,1.0011685768238912
episode,-90.44506495361523
talk,-102.35633265065873
special,-100.56957450532562
equity,-91.31711021145425
matthew,1.0011783096034408
risiko_rendah,0.9981016481032453
denies,-106.79014931044588
nevada,-98.34436504726396
urge,-109.37252235995159
conspiracy_theory,1.0011059313432555
pradesh,-94.83248100776258
vr,-119.62263366481932
pmoindia_ugc,-52.14790969276377
ugc_india,-87.26704523287218
drrpnishank_hrdministry,1.0004482783740303
mn,-95.79172321278529
amitshah,-81.62048812392305
kr,-103.04805623120266
key_defeating,1.000760167359407
cat,-78.20101359843486
defeating,-22.173138561783265
legend,-86.46808246230788
ym,-106.5312804297484
familiares,-80.67685047309892
brings,-85.20784947665472
drives,-76.18457606605986
barcelona,-103.37029030286595
european,-112.74277484076188
cortar,-98.72307905481651
cadenas,-93.04166568866675
tv,-86.79435449616301
right_wing,0.9988402424351966
consecutive,-56.88447995577771
llamado,1.002638428088466
ravaged,-76.84242225824079
followed,-76.08037042159009
start_using,0.9978080270972426
already_exists,0.999357869672825
exists_need,1.000553253769527
using_opinion,1.0011093900836499
eviction,-78.49029094556761
ted_cruz,1.0006267484873788
cubacoopera_cubaporlasalud,1.0005109736842979
siempre,-83.25591931861726
mr,-78.4588671094011
fatality,-49.16169003217554
measures_taken,1.0001991596898332
aged_care,1.0008018714945592
security,-89.45948089389495
adviser,-113.14058948662746
brien,-78.48997289509776
doctors_address,1.000684034048516
becomes_first,0.9985186023626973
capitol_hill,0.9990419069118015
frontline_doctors,0.9993353362574875
employees,-76.03645858250991
summer,-99.70560950363922
marlins,-93.8880211661706
works,-48.03353114118177
true,-102.98240665001305
bring,-79.4439261529319
arrive,-65.92931295615547
senatemajldr_mcconnellpress,1.0010883777097217
rose_garden,1.0018770742936312
aumento,-112.95344346272188
notre_dame,0.9986061027748363
presidential_debate,1.0010452004969839
recorded,-78.78231034907306
fbi_building,1.0011480713864551
clinical,-100.29456363440637
llegado,-10.713502421785698
senatemajldr,-84.72305394339571
medida,-84.12586095431405
viral_video,0.9992173140957702
hill,-82.22616512178426
viral,-107.5879462621653
real_madrid,0.9988071395549901
stella_immanuel,1.0018651692664604
facebook_twitter,0.9987483590156868
bill_includes,0.9990733492902218
rodrigo,0.9996280608059425
purchase,-94.80977213949902
shock,-92.91845758926898
twitter_facebook,1.0014900416714512
limits,-87.37660701344952
twitter_temporarily,0.9983441132546447
posting,-96.14350208504831
surveillance,-107.74808438773387
planes,-93.95564900673345
kabupaten,1.0009382046013053
lost_job,1.00084966039023
defense,-69.3911464576812
semanas,-112.66747686835791
champions_league,1.0019107231558646
medical_center,1.0015965336776398
louie_gohmert,0.9993356699495832
gohmert,-103.41634155581713
via_politico,1.0003509644240263
mamata_banerjee,1.0006117318486614
carlson,-55.43081982674634
large_scale,0.9998816782620642
idul_adha,0.9988292142473306
michael,-108.08334791987744
porter,-83.0493456764019
consumer,-93.35677161955869
behavior,-98.86596504017582
weigh,-91.71504274924389
investing,-16.517117464473813
themes,-111.64100727779788
investors,-116.95036443982401
dr_li,1.0010611710742352
tjhinfar21_1802,-60.53628585134991
kimmi,-68.63645756104432
cain,-79.99719943908464
presidential,-100.96575153319704
second_quarter,0.9978705165643514
postpone,-76.63100167130762
try,-104.3266608804468
proven,-99.6655765408742
candidate,-85.03270144358304
sergio_perez,0.9981221162556194
yale,-94.99293800835751
epidemiologist,-91.12527200583746
unconstitutional,-73.02738005876651
self_isolation,1.0003880665010805
running,-76.21928253838782
minute,-75.9944864697226
klaster,-89.14050840900171
menekan,-97.55307841844015
tertib_protokol,1.0000109727793853
na_lang,0.9996430801767399
munculnya,-111.24105963822525
tertib,-97.68198652603418
pharmacy,-104.11082166782312
board,-86.55590419842017
eye,-77.50779370280367
ruby_princess,0.9993246027701128
keluar_dari,0.9999881617601628
greater_manchester,1.0015117470086732
jim_jordan,-15.352842557410213
jared_kushner,0.9980834023623153
hearing,-107.01221330152185
sanofi_gsk,1.0000606012745785
postponejee_neetsept,-102.55947740373075
united_nations,1.0019690008711286
mitch_mcconnell,1.000429692733462
shincheonji_church,0.9999742865704818
rights,-92.66336757414496
office,-83.66907293719741
targeted,-92.92754969672963
hrdministry,-90.61107775121587
space,-104.6329218925117
believing,-108.4439406394282
studies,-111.40330610011199
strategy,-117.2455761947064
august_2020,0.9988044362320192
mass_vaccination,1.0018779110242066
protest,-108.08564032219002
berlin,-101.81610580808719
agosto_2020,1.0000277518142255
mo,-73.2620101975935
jobless_benefits,1.000481845424508
liability,-85.92619682873516
vaccination,-70.77778943588997
cruise_ship,1.0014477763206202
maker,-80.83766683554816
october,-96.70606596294981
oromoprotests,-10.644075113624758
vacunacion_masiva,1.0017159813329475
bet,-98.88836555453805
deadliest,-75.41650064301842
massa,-94.19757040698335
billionaires,-104.12858935787993
restricciones,-109.4836105944398
vacinacao,-55.95558230413136
points,-81.92603241619518
reducereimburse,-105.81767724518566
reducenittuitionfees,-106.63453672829958
drrpnishank_pmoindia,0.9997303882457376
mhrd,-99.06615643456382
deborah_birx,0.9999353858213893
nitians,-90.38340589535066
victoria,-98.46754984345694
internet,-67.6889133938892
request,-101.97843623333648
nits,-104.28121615400046
lack,-99.97735765323273
vain,-96.52252197513027
union,-82.23875838468432
excess,-93.06358102477037
tuition,-96.4252321209082
semester,-94.0889909500074
section,-106.01341974559668
whole,-89.26582330098111
dr_deborah,0.9997825759285711
superintendent,-102.60116262487387
safely,-103.22967004247408
fantasy,-105.6884964489239
best,-107.91940519589605
sorry,-94.2890031233439
major_incident,0.999275048278147
sintoma,-87.33527255487765
confidence,-79.28049094866996
toque_queda,0.9999797742340508
raise,-94.64213231612548
midst,-66.4430352683796
leak,-59.41679930691726
rusa,-17.99426315626492
opportunity,-82.5428324313494
afirma,-71.11457426794067
expertise,-87.66918153339363
cruise,-25.257011357732644
paises,-102.2984850079872
kidney,-98.26069934192954
sick_leave,1.0001295932811478
nurse,-102.95059263987565
georgia_school,0.9987814041486399
3m,-114.49203808321093
granted,-97.92691320313699
influence,-86.8528415176932
within,-57.747869401817546
worry,-92.62069237809845
considering,-70.80946452299352
listen_dr,1.0001837706355985
lebanese,-104.06893940944256
foreign,-103.67914814900175
swan,-85.61423086356976
bobby,-111.31986379978443
via_yahoo,1.0021982216936476
160_000,0.9986246088705207
disabilities,-81.68891146966753
bolivariana,-70.07185546923779
itajai,-82.27992506690511
schools_closed,1.0020969794187764
in_voting,1.0005978314346817
closures,-76.96740300345247
james,1.0014448932755151
listen,-90.91919427648297
agustus_2020,1.0000867523316443
facebook_removes,1.001901551835337
almost_immune,1.0019319261017523
uribe,-82.26440456476723
milwaukee,-82.30592187350842
temporarily,-115.21820568411322
restricted,-92.38600510081946
containing,-102.52766273667824
football_season,1.0015958106723255
general,-115.46217104093898
favor,-86.6518372015332
medico,-92.98139163717005
vidas,-80.16605149278699
seconds,-85.25292648738979
pfizer_moderna,1.0005313267918383
mistake,-114.60230479906589
ayuda,-92.52367338925494
righteous,-109.58904444004754
moral,-105.7378744987791
scraps,-91.92737016526353
hair_loss,1.0004514731324727
tapabocas,-95.34696144427161
clamps,-77.71349917909096
compartment_exam,0.9994715163392431
aug,-76.26015061215195
mike_dewine,1.00233325389275
gov_mike,1.0003791821504566
dewine,-41.890894159789035
savejee_neetstudentspm,-102.29607901059109
ajuda,1.0003378792584077
minhas,-82.60663320053085
viagens,-105.5640997571362
sua,-103.65060316775771
reserva,-90.26527418412604
aguarde,-76.50551443632524
ohio_governor,0.9998786848519179
mail,-113.45868088122245
voce,-107.56765182936378
informacoes,-93.61696622354941
consulta,-89.90382526011707
ver,-85.5166003729343
todas,-115.1971820132252
ja,-100.62053824652806
polriajakjagajarak,-82.41935329461397
alyssa_milano,0.998768497159516
relief_therapeutics,1.00118832060064
halt,-85.9642438947385
dioxido_cloro,1.0000975928051412
na_po,0.9999345000893543
veja,-102.07789840731624
grade,-114.28541201789945
therapeutics_rlftf,0.998742762419782
rlftf_shows,1.0009501244389238
drrpnishank_dg,-76.86856725980273
nta,-73.96713743938824
ou,-95.58878373513191
election_day,0.998325607389298
disiplin_protokol,1.001201462070892
orang,-104.93104812896561
sendiri_dan,1.0007390597433985
kesehatan_seperti,0.9989138353158155
stock_prices,0.9993789967683668
wealth,-84.39873950935758
kerumunan,-103.58654707855726
po,-31.835062687955745
serum_institute,1.0006500028366134
gratuitas,-87.50859308836861
sell,-88.2212428160016
jtolentinoroman,-99.78777228574336
gobchimalhuacan,-112.56229114731865
va,-85.51910166673262
disminucion,-87.37720293098772
masivas,-84.03342420938903
gracias,-86.3775343948835
jarak_dan,0.9991259400882516
chimalhuacanbajacontagios,-99.39680107815553
selalu,-102.90765122332161
ayo_jaga,1.0019460661580744
mes,-88.35484646067543
stimulus_talks,0.9995922157446535
alfonso_cepeda,0.9998612470416088
mtro_alfonso,0.9991528605760682
executive_orders,1.0006794963008265
relief_talks,0.9997994490531131
talks,-95.49156733291387
executive,-87.18218129925084
quarantine_list,0.9988199681178374
cepeda_salas,1.0016327002051548
manera,-102.16000815269501
excelente,-85.08625897964487
bienestar,-72.40270266236851
250_000,0.9998388154231793
prevenir,-95.72159231274298
signs_executive,1.000768056037428
st,-83.29399241245879
97,-22.765892041998697
executive_actions,1.0003926186156564
motorcycle_rally,1.0014003530676707
signals,-39.123743298955716
signals_end,1.0005001094572572
rolling_stone,1.000977948295999
american_rolling,0.9988186435823837
reportedly,-89.35020466165425
steal_election,1.0007581728971837
owned,-76.54432850683583
highly_effective,0.9998035847723614
mid,-96.10739752476718
union_minister,1.0003799872246901
pilkada_serentak,1.0019988001293663
sturgis_rally,1.0007404670135676
politicos,-11.795095831870928
makes,-74.85734369521256
88,-83.23611443253992
speakerpelosi_senschumer,1.0010502856471049
we_re,1.001237018276067
moving,-111.95015811953382
coronavirusupdate,-18.565531575700227
atletico_madrid,0.9996524335591928
college_football,0.9996293853539299
marks,-83.66576675475095
actions,-39.885802195316906
pls_help,0.999122118722278
signed,-65.31115363494402
whole_life,0.9999966452344112
job_pls,0.9979384267733559
help_secure,0.9966802965167074
secure_job,0.9977514819774226
change_whole,1.0014291160368873
recommendation_change,1.0017303064745995
nine,-86.88988128737189
thank_much,1.0039484474191145
post_office,1.0008099092929588
fell,-87.02675935959215
short,-107.15953049294218
developing,-85.72088320830085
79,-75.75044293190162
trevor_lawrence,1.0012498751224594
reconsigap_relawankemdikbud,1.0012420929574515
coronaviruspandemic_covid19india,1.0008611448484668
bot,-65.98020338203013
antonio_banderas,0.9981184191347442
big_ten,0.9996291983518938
dean,-53.195126146838554
quedateencasa_quedateenclase,1.0019812497760663
among_children,1.001560279748289
scaramucci,-93.84493963720573
toda,-79.6738691515479
angel,-58.36634413730939
banderas,-31.3718706073321
60_anos,1.001550793889229
outside,-106.35109237358215
controlar,-113.90887755750924
102,-103.71953309410405
polriserukancucitangan,-36.42976354574925
cuci_tangan,1.0012345619941914
anuncia,-96.27421812586645
developed,-84.79579456975823
kita_semua,1.0002208787974731
